Game,Platform,Score,Genre
Puddle,PlayStation 3,8,Puzzle
NeverDead,PlayStation 3,3,Action
Soulcalibur V,Xbox 360,7.5,Fighting
Oil Rush,PC,6.5,Strategy
Puddle,Xbox 360,8,Puzzle
SOL: Exodus,PC,5.5,Action
Final Fantasy XIII-2,Xbox 360,8,RPG
Final Fantasy XIII-2,PlayStation 3,8,RPG
Mutant Mudds ,Nintendo 3DS,8.5,Platformer
Crazy Machines Elements,PlayStation 3,5.5,Puzzle
Jazz: Trump's Journey,iPhone,7.5,Platformer
ScaryGirl,PlayStation 3,7.5,Adventure
Quarrel,Xbox 360,7,Puzzle
Super Crate Box,iPhone,6.5,Action
Your Shape: Fitness Evolved 2012,Xbox 360,7.5,Sports
Unstoppable Gorg,PC,6.5,Strategy
Lock 'n' Chase,Nintendo 3DS,8.5,Action
Run Roo Run,iPhone,8,Platformer
ScaryGirl,Xbox 360,7.5,Adventure
World Cruise Story,Android,6,Simulation
Pocket League Story,iPhone,7.5,"Sports, Simulation"
Dustforce,PC,8,Platformer
Zen Pinball 3D,Nintendo 3DS,7.5,Pinball
Afterfall: Insanity,PC,4.5,Shooter
Amy,Xbox 360,2,Adventure
Amy,PlayStation 3,2,Adventure
Choplifter HD,PlayStation 3,8,Action
QUBE,PC,6.5,Puzzle
Choplifter HD,PC,8,Action
Choplifter HD,Xbox 360,8,Action
3 Heroes -- Crystal Soul,Nintendo DSi,5,Adventure
Venture Towns,iPhone,7,Simulation
Samurai Sword Destiny,Nintendo 3DS,6,Action
Quick Fill Q ,Nintendo DSi,7,Puzzle
Trine 2,Xbox 360,9,Action
NFL Blitz,PlayStation 3,8.5,"Sports, Action"
NFL Blitz,Xbox 360,8.5,"Sports, Action"
Trine 2,PlayStation 3,9,Action
Postal III,PC,5.5,Shooter
All Zombies Must Die,PlayStation 3,6.5,Action
All Zombies Must Die,Xbox 360,6.5,Action
Carmen Sandiego Adventures in Math: The Big Ben Burglary,Wii,7,"Puzzle, Adventure"
Slingo Supreme,Nintendo DSi,6,Party
Cake Ninja,Nintendo DSi,4,Simulation
VVVVVV,Nintendo 3DS,7.5,Platformer
Bionic Commando,Nintendo 3DS,8,Action
Mighty Switch Force,Nintendo 3DS,8,Action
Rytmik Retrobits,Nintendo DSi,7.5,Music
Oddworld: Stranger's Wrath HD,PlayStation 3,7.5,"Action, Adventure"
Tetris,Nintendo 3DS,9,Puzzle
Christmas Wonderland,Nintendo DSi,5.5,Puzzle
Soccer Up,Wii,6,Sports
Doodle Fit,Nintendo DSi,8,Puzzle
Batman: Arkham City Lockdown,iPhone,7,Action
Chronicles of Vampires: Origins,Nintendo DSi,7,Puzzle
Grand Theft Auto III,iPhone,7.5,"Action, Adventure"
Trine 2,PC,9,Adventure
Blaster Master: Enemy Below,Nintendo 3DS,8,Action
The Earth Defense Force: Insect Armageddon ,PC,7.5,Action
Sonic CD,Xbox 360,8.5,Platformer
Carmen Sandiego Adventures in Math: The Lady Liberty Larceny,Wii,8,"Puzzle, Adventure"
Sonic CD,iPhone,9,Platformer
WordJong Arcade,Nintendo DSi,8,Puzzle
Just SING! Christmas Vol. 3,Nintendo DSi,3,Music
Elite Forces: Unit 77,Nintendo DSi,5.5,Strategy
Joe Danger: Special Edition,Xbox 360,9.5,Action
MinoMonsters,iPhone,7,RPG
Assassin's Creed Recollection,iPhone,7,Strategy
Gears of War 3: Raam's Shadow,Xbox 360,7.5,Shooter
Cartoon Network: Punch Time Explosion XL,PlayStation 3,5,Action
Cartoon Network: Punch Time Explosion XL,Xbox 360,5,Action
Ace Combat Assault Horizon Legacy,Nintendo 3DS,8,"Flight, Action"
F1 2011,Nintendo 3DS,6.5,Racing
Fishing Resort,Wii,7,Hunting
The Kore Gang,Wii,7,Action
NBA 2K12: Legends Showcase,PlayStation 3,8,Sports
The Adventures of Tintin,PlayStation 3,6.5,Adventure
Paper Wars: Cannon Fodder,Wii,7.5,Strategy
Pushmo,Nintendo 3DS,9.5,Puzzle
Castle Conqueror -- Against,Nintendo DSi,7,Strategy
Word Searcher 4,Nintendo DSi,5,"Puzzle, Word Games"
The Adventures of Tintin,Xbox 360,6.5,Adventure
Anthill: Tactical Trail Defense,iPhone,7.5,Strategy
Sonic Generations ,Nintendo 3DS,7,Platformer
WWE All Stars,Nintendo 3DS,7,Wrestling
Scene It? Movie Night,Xbox 360,7,Trivia
Xotic,Xbox 360,3,Shooter
Dynasty Warriors 7 Xtreme Legends,PlayStation 3,7,Action
Corpse Party,PlayStation Portable,7,Adventure
Fortune Street,Wii,7,Board
Anno 2070,PC,8.5,Strategy
Xmas Puzzle,Wii,7,Puzzle
Adventure Island,Nintendo 3DS,7.5,Platformer
Double Bloob,Nintendo DSi,4,Action
Serious Sam 3: BFE,PC,7,Shooter
House M.D. -- Episode 5: Under the Big Top,Nintendo DSi,3,Simulation
Scene It? Movie Night,PlayStation 3,7,Trivia
Voltron: Defender of the Universe,Xbox 360,4,Action
Infinity Blade II,iPhone,10,"Fighting, Action"
Voltron: Defender of the Universe,PlayStation 3,4,Action
Batman: Arkham City,PC,9.5,Action
To the Moon,PC,7.5,RPG
Mario Kart 7,Nintendo 3DS,9,Racing
MotionSports Adrenaline,Xbox 360,4,Sports
Come On! Heroes,Nintendo DSi,7.5,Action
Metroid II: Return of Samus,Nintendo 3DS,9,"Action, Adventure"
Battle of the Elements,Nintendo DSi,8,Puzzle
Big Bass Arcade,Wii,7,Hunting
The Lord of the Rings: War in the North ,Xbox 360,7,"Action, RPG"
Where is my Heart?,PlayStation Portable,7,Platformer
Tekken Hybrid,PlayStation 3,8,Fighting
Minecraft,PC,9,Action
Mario &amp; Sonic at the London 2012 Olympic Games,Wii,7.5,Sports
The King of Fighters XIII,Xbox 360,7,Fighting
The King of Fighters XIII,PlayStation 3,7,Fighting
Self-Defense Training Camp,Xbox 360,1,Sports
Sword of the Stars II: Lords of Winter,PC,2.5,Strategy
Metal Gear Solid HD Collection,Xbox 360,9,"Action, Compilation"
Saints Row: The Third,PC,8.5,Action
Jurassic Park: The Game,PC,5.5,Adventure
LEGO Harry Potter: Years 5-7,Wii,8,"Action, Adventure"
Kinect Disneyland Adventures,Xbox 360,8.5,Party
Raving Rabbids: Alive &amp; Kicking,Xbox 360,3,Party
LEGO Harry Potter: Years 5-7,PlayStation 3,8,"Action, Adventure"
LEGO Harry Potter: Years 5-7,PC,8,"Action, Adventure"
LEGO Harry Potter: Years 5-7,Xbox 360,8,"Action, Adventure"
Escape Trick: Convenience Store,Nintendo DSi,6,Adventure
Shinobi,Nintendo 3DS,7.5,Action
Jurassic Park: The Game,PlayStation 3,5.5,Adventure
Hydrophobia: Prophecy,PlayStation 3,8,Action
WWE '12,Xbox 360,9,Wrestling
Pinocchio's Puzzle,Wii,7,Puzzle
Major Mayhem,iPhone,8.5,Action
Play &amp; Learn Chinese ,Nintendo DSi,6,Productivity
WWE '12,PlayStation 3,9,Wrestling
3D Classics: Kirby's Adventure,Nintendo 3DS,8,Platformer
Sideway: New York,PC,8,Platformer
Fossil Fighters: Champions,Nintendo DS,7.5,Battle
Hollywood Squares,PlayStation 3,4,Trivia
InMomentum,PC,6,Platformer
L.A. Noire The Complete Edition,PC,8.5,Adventure
Epoch,iPhone,8,Shooter
Air Conflicts: Secret Wars,Xbox 360,6,"Flight, Simulation"
The Black Eyed Peas Experience,Xbox 360,6,Music
Real Steel,PlayStation 3,3,Fighting
Assassin's Creed: Revelations,Xbox 360,8.5,"Action, Adventure"
Assassin's Creed: Revelations,PlayStation 3,8.5,"Action, Adventure"
The Elder Scrolls V: Skyrim,PlayStation 3,9.5,RPG
NCIS: The Game,PlayStation 3,4.5,Adventure
Need for Speed: The Run,PlayStation 3,6.5,Racing
Otomedius Excellent,Xbox 360,5.5,Shooter
Real Steel,Xbox 360,3,Fighting
Halo: Combat Evolved Anniversary,Xbox 360,8,Shooter
Need for Speed: The Run,Xbox 360,6.5,"Racing, Action"
Ultimate Marvel Vs. Capcom 3,PlayStation 3,8.5,Fighting
Ultimate Marvel Vs. Capcom 3,Xbox 360,8.5,Fighting
Call of Duty: Modern Warfare 3,Wii,4.5,Shooter
Cave Story 3D,Nintendo 3DS,8.5,Adventure
Saints Row: The Third ,PlayStation 3,8.5,Action
Saints Row: The Third,Xbox 360,8.5,Action
The Legend of Zelda: Skyward Sword,Wii,10,"Action, Adventure"
Castle Conqueror -- Heroes,Nintendo DSi,7.5,Strategy
The Elder Scrolls V: Skyrim,Xbox 360,9.5,RPG
Bloons Tower Defense,Nintendo DSi,6,Strategy
Fusion: Genesis,Xbox 360,8,Simulation
NCIS: The Game,Xbox 360,4,Adventure
Step Up,Wii,1,Sports
The Elder Scrolls V: Skyrim,PC,9.5,RPG
Super Mario 3D Land,Nintendo 3DS,9.5,Platformer
Max &amp; the Magic Marker,PlayStation 3,7,Platformer
Rayman Origins,PlayStation 3,9.5,Platformer
Rayman Origins,Wii,9.5,Platformer
Call of Duty: Modern Warfare 3,PC,9,Shooter
Rayman Origins,Xbox 360,9.5,Platformer
Kinect Sports: Season 2,Xbox 360,6.5,"Sports, Action"
Metal Gear Solid HD Collection,PlayStation 3,9,"Action, Compilation"
Call of Duty: Modern Warfare 3,Xbox 360,9,Shooter
Rochard,PC,8.5,Action
Call of Duty: Modern Warfare 3,PlayStation 3,9,Shooter
Medieval Moves: Deadmund's Quest,PlayStation 3,8,Action
Naruto Shippuden: Ultimate Ninja Impact,PlayStation Portable,7,"Fighting, Action"
Oh! Edo Towns,iPhone,7,Simulation
Daytona USA,Xbox 360,7,Racing
Sonic Generations ,PC,8.5,Platformer
Skylanders Spyro's Adventure,Wii,8,"Action, Adventure"
Skylanders Spyro's Adventure,Xbox 360,8,"Action, Adventure"
Skylanders Spyro's Adventure,PlayStation 3,8,"Action, Adventure"
Stronghold 3,PC,5.5,Strategy
Serious Sam: The Random Encounter,PC,7,RPG
1950's Lawnmower Kids,Nintendo DSi,4.5,Strategy
Balloon Kid,Nintendo 3DS,7.5,Platformer
Gnomz,Wii,6,Action
House M.D. -- Episode 4: Crashed,Nintendo DSi,3,Simulation
Cut the Rope,Nintendo DSi,8.5,Puzzle
Sequence,PC,6.5,Music
Captain America: Super Soldier,Nintendo 3DS,5,Action
Back to the Future: The Game,Wii,7,Adventure
BurgerTime World Tour,Xbox 360,5.5,Action
Modern Combat 3: Fallen Nation,iPhone,8.5,Shooter
The Haunted: Hells Reach,PC,5,Shooter
GoldenEye 007: Reloaded,PlayStation 3,8.5,Action
The Lord of the Rings: War in the North,PC,7,"Action, RPG"
Costume Quest,PC,8,RPG
GoldenEye 007: Reloaded,Xbox 360,8.5,Action
Dungeon Defenders,PC,8.5,Strategy
The Lord of the Rings: War in the North,PlayStation 3,7,"Action, RPG"
Worms Crazy Golf,iPhone,9,"Puzzle, Action"
Dungeon Defenders,PlayStation 3,8.5,Strategy
Dungeon Defenders ,Xbox 360,8.5,Strategy
The War of the Worlds,Xbox 360,4,Platformer
Sonic Generations,PlayStation 3,8.5,Platformer
Bring Me Sandwiches!!,iPhone,7,Platformer
Everybody Dance,PlayStation 3,6.5,Music
Sonic Generations,Xbox 360,8.5,Platformer
BurgerTime Deluxe,Nintendo 3DS,7.5,Action
Pyramids,Nintendo 3DS,7.5,"Puzzle, Action"
Infamous: Festival of Blood,PlayStation 3,7.5,Action
Halloween: Trick or Treat,Nintendo DSi,5,"Puzzle, Action"
Academy: Checkers,Nintendo DSi,7,Board
Anima: Ark of Sinners,Wii,5.5,Platformer
Disney Universe,PlayStation 3,7,"Action, Adventure"
Sam &amp; Max: Beyond Time and Space,PlayStation 3,4.5,"Adventure, Compilation"
Disney Universe,Xbox 360,7,"Action, Adventure"
Bike Baron,iPhone,8,Action
Beat Hazard Ultra,PlayStation 3,5,Shooter
PixelJunk: SideScroller,PlayStation 3,6.5,Shooter
Zombie Parkour Runner,iPhone,7,Action
Battlefield 3,Xbox 360,9,Shooter
Dragon Ball Z: Ultimate Tenkaichi,PlayStation 3,7.5,Action
PowerUp Heroes,Xbox 360,5.5,Fighting
Might &amp; Magic Heroes VI,PC,8,RPG
Blackwater,Xbox 360,2.5,Shooter
Battlefield 3,PlayStation 3,9,Shooter
Zombie Apocalypse: Never Die Alone ,Xbox 360,7.5,Action
Zombie Apocalypse: Never Die Alone,PlayStation 3,7.5,Action
Fruit Ninja: Puss in Boots,iPhone,8.5,Action
Dragon Ball Z: Ultimate Tenkaichi,Xbox 360,7.5,Action
Pokemon Rumble Blast,Nintendo 3DS,6.5,Fighting
The House of the Dead: Overkill -- Extended Cut,PlayStation 3,7.5,Shooter
Uncharted 3: Drake's Deception,PlayStation 3,10,"Action, Adventure"
Kirby's Return to Dream Land,Wii,7.5,Platformer
Bejeweled 3,Xbox 360,8,Puzzle
Spider-Man: Edge of Time,Nintendo 3DS,5.5,Action
Spider-Man: Edge of Time,Wii,6,Action
Battlefield 3,PC,9,Shooter
Rocksmith,PlayStation 3,8,Music
Rocksmith,Xbox 360,8,Music
Double Dragon,Nintendo 3DS,5.5,Action
Fish Tank,Wii,6.5,Puzzle
Mage Gauntlet,iPhone,7.5,"Action, RPG"
Castle Conqueror -- Revolution,Nintendo DSi,7.5,Strategy
WRC 2 FIA World Rally Championship,PlayStation 3,5.5,Racing
WRC 2 FIA World Rally Championship,Xbox 360,5.5,Racing
Ratchet &amp; Clank: All 4 One,PlayStation 3,8,Platformer
The Sims 3: Pets,PlayStation 3,7,Simulation
Deus Ex: Human Revolution -- The Missing Link,PlayStation 3,8,Shooter
PayDay: The Heist,PlayStation 3,7.5,Shooter
Okabu,PlayStation 3,5.5,Action
Rocketbirds: Hardboiled Chicken ,PlayStation 3,7.5,Platformer
Minute to Win It,Xbox 360,5.5,Trivia
The Sims 3: Pets,PC,7.5,Simulation
Deus Ex: Human Revolution -- The Missing Link,Xbox 360,8,Shooter
Deus Ex: Human Revolution -- The Missing Link,PC,8,Shooter
The Sims 3: Pets,Xbox 360,7,Simulation
Dragon Age II -- Mark of the Assassin,PlayStation 3,8.5,RPG
Football Manager 2012,PC,9,"Sports, Simulation"
Dragon Age II -- Mark of the Assassin,PC,8.5,RPG
Dragon Age II -- Mark of the Assassin,Xbox 360,8.5,RPG
X-Men: Destiny,Wii,3.5,Action
Professor Layton and the Last Specter,Nintendo DS,9,Adventure
A Game of Thrones: Genesis,PC,6,Strategy
Sesame Street: Once Upon a Monster,Xbox 360,8.5,"Educational, Adventure"
Batman: Arkham City,Xbox 360,9.5,Action
Batman: Arkham City,PlayStation 3,9.5,Action
Dance Central 2,Xbox 360,9,Music
101-in-1 Explosive Megamix,Wii,2.5,"Puzzle, Compilation"
Catrap,Nintendo 3DS,8.5,"Puzzle, Action"
Ace Combat Assault Horizon,PlayStation 3,7.5,"Flight, Action"
Go Vacation,Wii,7,Adventure
1001 BlockBusters,Nintendo DSi,7,Action
Scribblenauts Remix,iPhone,9,"Puzzle, Action"
Gabrielle's Ghostly Groove 3D,Nintendo 3DS,7.5,Adventure
Furry Legends: Beginnings,Nintendo DSi,7.5,Platformer
Off-Road Drive ,PC,5,Racing
Ace Combat Assault Horizon,Xbox 360,7.5,"Flight, Action"
Guardian Heroes,Xbox 360,8.5,Fighting
The Cursed Crusade,Xbox 360,4,"Action, Adventure"
Pro Evolution Soccer 2012,PlayStation 3,8,Sports
The Cursed Crusade,PlayStation 3,4,"Action, Adventure"
Pro Evolution Soccer 2012,Xbox 360,8,Sports
Rune Factory: Tides of Destiny,PlayStation 3,5.5,RPG
Aliens: Infestation,Nintendo DS,8,Action
Dead Rising 2: Off the Record,Xbox 360,7,"Action, Adventure"
Just Dance 3,Xbox 360,8.5,Music
Just Dance 3,Wii,8,Music
Dead Rising 2: Off the Record,PlayStation 3,7,"Action, Adventure"
X-Men: Destiny,Nintendo DS,2,Action
Dead Rising 2: Off the Record,PC,7,"Action, Adventure"
Sideway: New York,PlayStation 3,8,Platformer
The Binding of Isaac,PC,7.5,RPG
Rune Factory: Tides of Destiny,Wii,5.5,RPG
Crysis,PlayStation 3,8,Shooter
Final Fight,iPhone,6.5,Fighting
Oio,PC,7.5,Platformer
Crysis,Xbox 360,8,Shooter
Atelier Totori: The Adventurer of Arland,PlayStation 3,7.5,RPG
Dragon Nest,PC,8.5,Adventure
Horizon Riders,Wii,8,Action
Side Pocket ,Nintendo 3DS,5,Sports
Thor: God of Thunder,Nintendo 3DS,6,Platformer
House M.D. -- Episode 3: Skull and Bones,Nintendo DSi,4,Simulation
The Legend of Zelda: Four Swords Anniversary Edition,Nintendo DSi,9,Adventure
Simply Minesweeper,Nintendo DSi,6,Board
The Dark Meadow,iPhone,8,"Action, Adventure"
Spider-Man: Edge of Time,Xbox 360,4.5,Action
Forza Motorsport 4,Xbox 360,9.5,Racing
Spider-Man: Edge of Time,PlayStation 3,4.5,Action
Orcs Must Die,Xbox 360,9,Other
Pocket League Story,Android,7.5,"Sports, Simulation"
Orcs Must Die,PC,9,Strategy
Eufloria,PlayStation 3,7,Strategy
Rage,PC,8.5,Action
BloodRayne: Betrayal,Xbox 360,9,"Action, Adventure"
Tetris: Axis,Nintendo 3DS,7.5,Puzzle
Hector: Badge of Carnage -- Episode 3: Beyond Reasonable Doom,PC,8,Adventure
Rage,PlayStation 3,8.5,Action
Wasteland Angel,PC,5,Shooter
Mercury Hg,Xbox 360,8,"Puzzle, Action"
NBA Jam: On Fire Edition,Xbox 360,9,"Sports, Action"
Hector: Badge of Carnage -- Episode 3: Beyond Reasonable Doom,iPad,8,Adventure
NBA Jam: On Fire Edition,PlayStation 3,9,"Sports, Action"
Rage,Xbox 360,8.5,Action
Mercury Hg,PlayStation 3,8,"Puzzle, Action"
Dark Souls ,PlayStation 3,9,"Action, RPG"
X-Men: Destiny,Xbox 360,5.5,Action
FIFA Soccer 12,Wii,6,Sports
FIFA Soccer 12,Nintendo 3DS,7,Sports
Dark Souls,Xbox 360,9,"Action, RPG"
X-Men: Destiny,PlayStation 3,5.5,Action
NBA 2K12,Xbox 360,9.5,Sports
NBA 2K12,PlayStation 3,9.5,Sports
Super Mario Land 2,Nintendo 3DS,9,Platformer
Child of Eden,PlayStation 3,6.5,Action
Crystal Caverns of Amon-Ra,Nintendo DSi,5,None
EscapeVektor: Chapter 1,Wii,9,Platformer
Bugs'N'Balls,Nintendo DSi,5,Action
Castlevania: Harmony of Despair,PlayStation 3,7.5,"Action, Adventure"
Resident Evil -- CODE: Veronica X HD,PlayStation 3,5,"Action, Adventure"
Resident Evil -- CODE: Veronica X HD,Xbox 360,5,"Action, Adventure"
Shadowgun,iPhone,7,Shooter
Solatorobo: Red The Hunter,Nintendo DS,8,RPG
Blocks That Matter,PC,8.5,Platformer
Tom Clancy's Splinter Cell Classic Trilogy HD,PlayStation 3,6.5,"Action, Compilation"
Where's My Water?,iPhone,9,"Puzzle, Action"
Rise of Immortals,PC,4,RPG
Trackmania 2: Canyon,PC,8.5,Racing
Persona 2: Innocent Sin,PlayStation Portable,8,RPG
Bit.Trip Complete,Wii,8,"Action, Compilation"
FIFA Soccer 12 ,Xbox 360,9.5,Sports
Bit.Trip Saga,Nintendo 3DS,8,Action
Harvest Moon: The Tale of Two Towns,Nintendo DS,6,Simulation
FIFA Soccer 12,PlayStation 3,9.5,Sports
Rochard,PlayStation 3,8.5,Action
Break Tactics,Nintendo DSi,4,Strategy
Escape Trick: Ninja Castle,Nintendo DSi,4.5,"Puzzle, Action"
Fallout: New Vegas -- Lonesome Road,PC,6.5,RPG
Burnout Crash,PlayStation 3,7.5,Racing
Burnout Crash,Xbox 360,7.5,Racing
Aya and the Cubes of Light,Wii,7,None
Fallout: New Vegas -- Lonesome Road,Xbox 360,6.5,RPG
3D Classics: TwinBee,Nintendo 3DS,6,Shooter
Fallout: New Vegas -- Lonesome Road,PlayStation 3,6.5,RPG
The Sims Medieval: Pirates and Nobles,PC,5.5,Simulation
Roboto,iPhone,5.5,Action
Red Orchestra 2: Heroes of Stalingrad,PC,8,Shooter
Supremacy MMA,Xbox 360,5,Fighting
Another World,iPhone,9,Adventure
Quarrel,iPhone,9,Puzzle
Swing the Bat,iPhone,6,Puzzle
Renegade Ops,PlayStation 3,8.5,Shooter
Renegade Ops,Xbox 360,8.5,Shooter
Resident Evil 4 HD,PlayStation 3,8.5,"Action, Adventure"
Rock of Ages,PC,7.5,Action
Rock of Ages ,Xbox 360,7.5,Action
Early Bird,iPhone,8,"Puzzle, Action"
MotoHeroz,Wii,9,"Racing, Action"
Call of Juarez: The Cartel,PC,4.5,Shooter
Dragon Quest Monsters: Joker 2,Nintendo DS,8.5,RPG
F1 2011,Xbox 360,8.5,Racing
F1 2011,PlayStation 3,8.5,Racing
Kirby: Mass Attack,Nintendo DS,8.5,Strategy
Achron,PC,5,Strategy
4 Elements HD,PlayStation 3,7.5,Puzzle
Samurai Bloodshow,iPhone,7,"Card, Battle"
NHL 12,PlayStation 3,8.5,Sports
Bridge,Nintendo DSi,5.5,Card
Defense of the Middle Kingdom,Nintendo DSi,8,Strategy
Mega Man: Dr. Wily's Revenge,Nintendo 3DS,7.5,Action
Gears of War 3,Xbox 360,9,Shooter
The Gunstringer,Xbox 360,8,Action
Machinarium,iPad,8.5,Adventure
Radiant Silvergun,Xbox 360,9,Shooter
Tropico 4,PC,8.5,Strategy
NHL 12,Xbox 360,8.5,Sports
Hard Reset,PC,7.5,Shooter
Grand Prix Story,iPhone,8.5,Simulation
Skydrift,Xbox 360,8,"Racing, Action"
Skydrift,PlayStation 3,8,"Racing, Action"
Sprinkle ,iPhone,7,Action
Men Of War: Vietnam,PC,7,Strategy
Puzzle Rocks,Nintendo DSi,5.5,Puzzle
Infinity Field,iPhone,8.5,Shooter
Golf,Nintendo 3DS,6,Sports
Leedmees,Xbox 360,7,Puzzle
DotMan,Nintendo DSi,7.5,Racing
"Warhammer 40,000: Space Marine",PC,7.5,Shooter
"Warhammer 40,000: Space Marine",PlayStation 3,7.5,Shooter
Paint Splash,Wii,8,Simulation
The Ico &amp; Shadow of the Colossus Collection,PlayStation 3,8.5,"Adventure, Compilation"
"Warhammer 40,000: Space Marine",Xbox 360,7.5,Shooter
Anomaly: Warzone Earth,iPad,8.5,Strategy
Dead Island,PC,8,Action
Rise of Nightmares,Xbox 360,4,Adventure
IL-2 Sturmovik: Cliffs of Dover,PC,6,"Flight, Simulation"
Disgaea 4: A Promise Unforgotten,PlayStation 3,8.5,"Strategy, RPG"
Driver: San Francisco,Wii,7,"Racing, Action"
Resistance 3,PlayStation 3,9,Shooter
Dead Island,Xbox 360,8,Action
Dead Island,PlayStation 3,8,Action
BloodRayne: Betrayal,PlayStation 3,9,"Action, Adventure"
Serious Sam: Double D,PC,7,Shooter
The Baconing,PC,6,"Action, RPG"
Star Fox 64 3D,Nintendo 3DS,9,Flight
Spy Mouse ,iPhone,7,"Puzzle, Adventure"
GO Series: Fishing Resort,Nintendo DSi,6.5,Sports
The Baconing,PlayStation 3,6,"Action, RPG"
Trenches Generals,Wii,6,Strategy
Hamilton's Great Adventure,PlayStation 3,7,Adventure
Mortal Kombat Arcade Kollection,PlayStation 3,6,"Fighting, Compilation"
From Dust,PC,8.5,Simulation
House M.D. -- Episode 2: Blue Meanie,Nintendo DSi,4,Simulation
Pac-Man,Nintendo 3DS,5,Action
Jetpack Joyride,iPhone,9,Platformer
Mortal Kombat Arcade Kollection,Xbox 360,6,"Fighting, Compilation"
The Baconing,Xbox 360,6,"Action, RPG"
Hector: Badge of Carnage -- Episode 2,PC,7.5,Adventure
Hector: Badge of Carnage -- Episode 2,iPad,7.5,Adventure
Contre Jour,iPhone,8,Action
Jonah Lomu Rugby Challenge,Xbox 360,7,Sports
Rugby Challenge,PlayStation 3,7,Sports
Bodycount,Xbox 360,6,Action
Madden NFL 12,Wii,7,Sports
Bodycount,PlayStation 3,6,Shooter
God of War Origins,PlayStation 3,9,"Action, Compilation"
Driver: San Francisco,Xbox 360,8,"Racing, Action"
Driver: San Francisco,PC,8,"Racing, Action"
Jerry Rice &amp; Nitus' Dog Football,Wii,7,Sports
Madden NFL 12,Xbox 360,8,Sports
Driver: San Francisco ,PlayStation 3,8,"Racing, Action"
Magical Whip: Wizards of Phantasmal Forest,Nintendo DSi,8,Adventure
The Ignition Factor,Wii,7,Action
Hole In The Wall,Xbox 360,5,"Puzzle, Action"
Gargoyle's Quest,Nintendo 3DS,8.5,"Action, Adventure"
Inazuma Eleven,Nintendo DS,7.5,"Sports, Simulation"
Calculator,Nintendo DSi,7,Productivity
Madden NFL 12,PlayStation 3,8,Sports
NyxQuest: Kindred Spirits,iPhone,7.5,Platformer
Let's Create! Pottery,Nintendo DSi,6,Simulation
Pickpawcket,iPhone,6.5,Action
Age of Empires Online,PC,7,Strategy
Defy Gravity Extended,PC,8,Action
Shin Megami Tensei: Devil Survivor Overclocked,Nintendo 3DS,7.5,RPG
Deus Ex: Human Revolution,PC,9,Shooter
Deus Ex: Human Revolution,PlayStation 3,9,Shooter
Deus Ex: Human Revolution,Xbox 360,9,Shooter
Rugby World Cup 2011,PlayStation 3,5,Sports
Rugby World Cup 2011,Xbox 360,5,Sports
Bastion,PC,9,"Action, RPG"
Street Fighter III: Third Strike -- Online Edition,PlayStation 3,9,Fighting
Street Fighter III: Third Strike -- Online Edition,Xbox 360,9,Fighting
